Variable,Arkhangai,Dornogovi,Bayan-Ölgii,Bayankhongor,Dundgovi,Khentii,Darkhan-Uul,Dornod,Bulgan,Govi-Altai,Ömnögovi,Övörkhangai,Govisümber,Töv,Khovd,Khövsgöl,Selenge,Orkhon,Ulaanbaatar,Sükhbaatar,Uvs,Zavkhan
maximum temperature - ssp1 - 2021-2040 - jun - aug,21.35,29.38,18.25,25.43,27.58,25.27,26.34,27.54,23.64,26.37,30.15,25.72,26.75,25.26,24.53,20.06,25.62,24.06,24.93,27.49,25.00,22.44
maximum temperature - ssp1 - 2041-2060 - jun - aug,21.76,29.96,18.82,25.99,28.11,25.74,26.77,28.05,24.08,27.00,30.74,26.23,27.26,25.74,25.11,20.49,26.04,24.52,25.41,28.06,25.49,22.92
maximum temperature - ssp1 - 2061-2080 - jun - aug,21.85,30.12,18.84,26.08,28.20,25.91,26.76,28.22,24.12,27.08,30.86,26.29,27.41,25.81,25.16,20.58,26.05,24.52,25.48,28.24,25.53,23.01
maximum temperature - ssp1 - 2081-2100 - jun - aug,21.88,29.82,18.91,25.95,28.00,25.76,26.90,28.00,24.25,27.01,30.63,26.16,27.19,25.76,25.18,20.72,26.18,24.68,25.44,27.89,25.69,23.13
maximum temperature - ssp2 - 2021-2040 - annual,6.47,12.25,3.09,9.22,10.67,8.36,7.92,9.43,8.01,10.35,13.90,9.83,9.20,8.11,7.81,3.66,7.75,7.98,7.55,9.66,5.87,4.70
maximum temperature - ssp2 - 2041-2060 - annual,7.20,12.90,3.87,9.96,11.33,9.08,8.69,10.20,8.77,11.11,14.61,10.54,9.90,8.85,8.55,4.44,8.50,8.76,8.28,10.38,6.58,5.45
maximum temperature - ssp2 - 2061-2080 - annual,7.85,13.61,4.59,10.67,12.04,9.71,9.32,10.81,9.44,11.82,15.34,11.25,10.56,9.50,9.28,5.07,9.14,9.45,8.90,11.03,7.27,6.13
maximum temperature - ssp2 - 2081-2100 - annual,8.31,14.11,5.06,11.11,12.47,10.25,9.79,11.38,9.93,12.31,15.77,11.66,11.09,10.01,9.76,5.55,9.61,9.93,9.40,11.62,7.74,6.63
maximum temperature - ssp2 - 2021-2040 - jun - aug,21.44,29.49,18.30,25.45,27.66,25.45,26.48,27.80,23.80,26.42,30.17,25.77,26.89,25.41,24.58,20.12,25.76,24.24,25.11,27.69,25.05,22.51
maximum temperature - ssp2 - 2041-2060 - jun - aug,22.33,30.25,19.32,26.41,28.49,26.22,27.31,28.52,24.63,27.46,31.05,26.66,27.67,26.21,25.62,21.04,26.58,25.07,25.88,28.41,26.00,23.50
maximum temperature - ssp2 - 2061-2080 - jun - aug,22.95,30.98,19.91,27.12,29.25,26.73,27.95,28.93,25.28,28.11,31.81,27.37,28.33,26.87,26.23,21.62,27.21,25.72,26.53,28.97,26.62,24.08
maximum temperature - ssp2 - 2081-2100 - jun - aug,23.52,31.51,20.46,27.66,29.71,27.39,28.48,29.74,25.78,28.65,32.32,27.86,28.88,27.40,26.78,22.22,27.74,26.19,27.06,29.71,27.18,24.68
maximum temperature - ssp3 - 2021-2040 - annual,6.44,12.03,3.19,9.23,10.47,8.25,7.81,9.35,7.89,10.38,13.84,9.74,9.01,7.99,7.84,3.69,7.64,7.85,7.44,9.50,5.89,4.76
maximum temperature - ssp3 - 2041-2060 - annual,7.59,13.27,4.18,10.31,11.71,9.46,8.98,10.51,9.08,11.44,14.97,10.92,10.23,9.19,8.89,4.77,8.81,9.05,8.63,10.73,6.89,5.82
maximum temperature - ssp3 - 2061-2080 - annual,8.82,14.41,5.36,11.55,12.84,10.59,10.18,11.60,10.28,12.67,16.12,12.08,11.41,10.38,10.08,6.00,10.00,10.24,9.82,11.85,8.10,7.04
maximum temperature - ssp3 - 2081-2100 - annual,10.14,15.79,6.70,12.85,14.20,12.01,11.57,13.12,11.65,14.03,17.46,13.41,12.79,11.79,11.47,7.36,11.40,11.64,11.22,13.31,9.47,8.40
maximum temperature - ssp3 - 2021-2040 - jun - aug,21.18,29.17,18.23,25.33,27.38,25.20,26.19,27.62,23.45,26.32,30.00,25.53,26.57,25.11,24.49,19.99,25.47,23.88,24.82,27.40,25.00,22.43
maximum temperature - ssp3 - 2041-2060 - jun - aug,22.62,30.77,19.49,26.73,28.97,26.65,27.59,28.95,24.92,27.70,31.47,27.05,28.15,26.60,25.85,21.26,26.87,25.35,26.25,28.96,26.25,23.73
maximum temperature - ssp3 - 2061-2080 - jun - aug,23.82,31.80,20.64,27.94,30.05,27.65,28.79,29.74,26.11,28.92,32.60,28.17,29.22,27.72,26.99,22.49,28.05,26.56,27.38,29.85,27.53,24.99
maximum temperature - ssp3 - 2081-2100 - jun - aug,25.58,33.33,22.37,29.56,31.66,29.33,30.60,31.44,27.89,30.61,34.10,29.90,30.78,29.49,28.81,24.17,29.85,28.34,29.16,31.45,29.27,26.76
maximum temperature - ssp5 - 2021-2040 - annual,6.58,12.26,3.33,9.33,10.66,8.39,7.94,9.46,8.04,10.53,13.97,9.87,9.22,8.15,8.00,3.79,7.77,8.01,7.58,9.67,6.03,4.87
maximum temperature - ssp5 - 2041-2060 - annual,7.97,13.62,4.56,10.72,12.03,9.80,9.39,10.88,9.45,11.90,15.40,11.25,10.58,9.56,9.34,5.15,9.21,9.42,9.00,11.08,7.33,6.24
maximum temperature - ssp5 - 2061-2080 - annual,9.61,15.31,6.20,12.35,13.76,11.46,11.02,12.48,11.11,13.48,17.01,12.96,12.29,11.25,10.93,6.76,10.83,11.10,10.68,12.74,8.93,7.82
maximum temperature - ssp5 - 2081-2100 - annual,11.64,17.25,8.27,14.40,15.71,13.50,13.11,14.62,13.16,15.59,18.98,14.94,14.30,13.29,13.04,8.83,12.92,13.17,12.71,14.81,10.99,9.93
maximum temperature - ssp5 - 2021-2040 - jun - aug,21.27,29.55,18.44,25.48,27.63,25.31,26.25,27.67,23.53,26.53,30.29,25.70,26.80,25.25,24.72,20.02,25.53,23.95,24.93,27.64,25.17,22.54
maximum temperature - ssp5 - 2041-2060 - jun - aug,23.03,31.02,20.02,27.15,29.26,26.91,27.94,29.24,25.29,28.18,31.85,27.37,28.37,26.89,26.35,21.75,27.22,25.69,26.55,29.12,26.79,24.25
maximum temperature - ssp5 - 2061-2080 - jun - aug,24.85,32.70,21.85,28.96,31.08,28.68,29.85,30.76,27.15,29.94,33.56,29.25,30.19,28.79,28.14,23.49,29.10,27.59,28.46,30.73,28.56,25.98
maximum temperature - ssp5 - 2081-2100 - jun - aug,27.11,34.48,24.07,31.13,33.02,30.60,32.12,32.70,29.44,32.24,35.50,31.36,32.05,30.88,30.47,25.73,31.36,29.89,30.54,32.56,30.92,28.38
minimum temperature - historical - annual,-8.91,-2.87,-11.13,-5.70,-4.40,-8.56,-8.21,-6.61,-8.75,-4.83,-0.74,-5.13,-6.39,-8.21,-6.31,-12.24,-8.35,-9.010829984,-8.980727638,-6.00522548,-9.182519967,-11.19760171
minimum temperature - historical - nov - feb,-22.45,-18.72,-24.79,-20.16,-19.74,-24.44,-25.78,-23.37,-23.98,-19.48,-15.61,-19.74,-22.24,-24.25,-22.24,-27.30,-25.47,-24.3812165,-25.42641407,-22.14380407,-26.96944259,-27.59479585
minimum temperature - ssp1 - 2021-2040 - annual,-6.82,-0.83,-8.98,-3.63,-2.43,-6.48,-6.02,-4.53,-6.58,-2.68,1.34,-3.21,-4.48,-6.18,-4.12,-10.05,-6.15,-6.776941948,-6.865876531,-4.035720881,-6.983121843,-9.039739161
minimum temperature - ssp1 - 2041-2060 - annual,-6.34,-0.24,-8.57,-3.08,-1.80,-5.87,-5.36,-3.85,-6.00,-2.11,1.94,-2.61,-3.90,-5.56,-3.66,-9.54,-5.50,-6.17797228,-6.241039639,-3.365351886,-6.521317664,-8.591963469
minimum temperature - ssp1 - 2061-2080 - annual,-6.21,-0.18,-8.41,-3.00,-1.77,-5.75,-5.27,-3.77,-5.92,-2.03,2.03,-2.55,-3.81,-5.49,-3.52,-9.38,-5.40,-6.102658147,-6.154762635,-3.270270928,-6.360525204,-8.425595141
minimum temperature - ssp1 - 2081-2100 - annual,-6.41,-0.42,-8.50,-3.21,-1.99,-5.94,-5.42,-3.87,-6.09,-2.23,1.79,-2.76,-3.99,-5.68,-3.70,-9.55,-5.56,-6.250899222,-6.374859502,-3.454073386,-6.530038721,-8.633589861
minimum temperature - ssp1 - 2021-2040 - nov - feb,-20.53,-16.82,-22.64,-18.33,-18.04,-22.46,-23.55,-21.31,-21.85,-17.48,-13.69,-18.15,-20.60,-22.40,-20.06,-25.22,-23.22,-22.09101519,-23.4338711,-20.31654999,-24.74416099,-25.46086832
minimum temperature - ssp1 - 2041-2060 - nov - feb,-20.04,-16.20,-22.26,-17.72,-17.28,-21.75,-22.68,-20.51,-21.17,-16.86,-13.00,-17.43,-19.97,-21.63,-19.64,-24.72,-22.38,-21.3797074,-22.62670919,-19.5315583,-24.27710481,-25.03245111
minimum temperature - ssp1 - 2061-2080 - nov - feb,-19.90,-16.25,-22.13,-17.76,-17.40,-21.66,-22.68,-20.56,-21.13,-16.87,-13.08,-17.47,-20.01,-21.66,-19.52,-24.52,-22.35,-21.37401821,-22.64018514,-19.53629162,-24.11695471,-24.92518677
minimum temperature - ssp1 - 2081-2100 - nov - feb,-20.28,-16.55,-22.37,-18.06,-17.73,-21.90,-22.98,-20.58,-21.52,-17.22,-13.37,-17.81,-20.19,-21.97,-19.94,-24.82,-22.67,-21.72699419,-22.9918126,-19.72643596,-24.54073432,-25.3025684
minimum temperature - ssp2 - 2021-2040 - annual,-6.76,-0.64,-8.96,-3.54,-2.23,-6.38,-5.85,-4.34,-6.44,-2.59,1.48,-3.05,-4.34,-6.04,-4.05,-9.95,-5.99,-6.628180947,-6.713162153,-3.799026344,-6.91017601,-8.973094917
minimum temperature - ssp2 - 2041-2060 - annual,-5.91,0.12,-8.13,-2.71,-1.49,-5.50,-4.98,-3.47,-5.57,-1.74,2.28,-2.27,-3.52,-5.16,-3.23,-9.04,-5.11,-5.737231474,-5.83395243,-2.997598776,-6.085084388,-8.14535718
minimum temperature - ssp2 - 2061-2080 - annual,-5.23,0.83,-7.34,-1.98,-0.76,-4.78,-4.25,-2.70,-4.89,-0.99,3.04,-1.54,-2.78,-4.44,-2.44,-8.32,-4.38,-5.064060846,-5.126909663,-2.278060981,-5.322227463,-7.393739031
minimum temperature - ssp2 - 2081-2100 - annual,-4.75,1.37,-6.86,-1.50,-0.26,-4.19,-3.67,-2.16,-4.42,-0.48,3.52,-1.08,-2.24,-3.89,-1.92,-7.82,-3.82,-4.620907939,-4.588259863,-1.687726742,-4.774408605,-6.862749239
minimum temperature - ssp2 - 2021-2040 - nov - feb,-20.37,-16.48,-22.59,-18.08,-17.62,-22.33,-23.20,-20.98,-21.58,-17.23,-13.40,-17.78,-20.42,-22.12,-19.91,-25.02,-22.89,-21.80458077,-23.15210441,-19.92707833,-24.57423241,-25.3407737
minimum temperature - ssp2 - 2041-2060 - nov - feb,-19.61,-15.80,-21.80,-17.42,-17.07,-21.37,-22.35,-20.03,-20.72,-16.52,-12.70,-17.18,-19.62,-21.24,-19.22,-24.13,-22.01,-20.89713969,-22.26047363,-19.12875804,-23.83427359,-24.63470358
minimum temperature - ssp2 - 2061-2080 - nov - feb,-18.90,-15.06,-21.08,-16.69,-16.29,-20.43,-21.38,-18.98,-20.01,-15.81,-11.97,-16.41,-18.77,-20.41,-18.46,-23.39,-21.08,-20.18235596,-21.37985373,-18.25071231,-23.03390398,-23.8246723
minimum temperature - ssp2 - 2081-2100 - nov - feb,-18.32,-14.50,-20.37,-16.11,-15.73,-19.75,-20.72,-18.57,-19.44,-15.13,-11.48,-15.91,-18.16,-19.77,-17.65,-22.71,-20.45,-19.67089986,-20.78438934,-17.65001945,-22.26489158,-23.09154551
minimum temperature - ssp3 - 2021-2040 - annual,-6.66,-0.79,-8.87,-3.50,-2.35,-6.36,-5.87,-4.36,-6.43,-2.56,1.43,-3.06,-4.43,-6.05,-4.04,-9.88,-6.00,-6.651182557,-6.699817601,-3.930751997,-6.903633077,-8.9293305
minimum temperature - ssp3 - 2041-2060 - annual,-5.55,0.48,-7.75,-2.36,-1.12,-5.12,-4.59,-3.14,-5.26,-1.39,2.66,-1.93,-3.20,-4.82,-2.86,-8.70,-4.72,-5.444934309,-5.480892917,-2.661221992,-5.731096203,-7.762481592
minimum temperature - ssp3 - 2061-2080 - annual,-4.21,1.76,-6.37,-0.98,0.15,-3.84,-3.19,-1.80,-3.89,0.01,3.96,-0.60,-1.93,-3.50,-1.47,-7.31,-3.33,-4.063883912,-4.143177385,-1.353234516,-4.320242601,-6.365910001
minimum temperature - ssp3 - 2081-2100 - annual,-2.87,3.27,-5.00,0.40,1.64,-2.25,-1.54,-0.14,-2.43,1.48,5.43,0.80,-0.39,-1.95,0.00,-5.86,-1.71,-2.533660001,-2.57603144,0.259165034,-2.841871,-4.930151384
minimum temperature - ssp3 - 2021-2040 - nov - feb,-20.35,-16.74,-22.58,-18.15,-17.90,-22.24,-23.23,-20.97,-21.67,-17.32,-13.54,-17.91,-20.58,-22.19,-20.04,-25.10,-22.95,-21.93287001,-23.14897322,-20.09512234,-24.70535212,-25.44152266
minimum temperature - ssp3 - 2041-2060 - nov - feb,-19.08,-15.32,-21.22,-16.89,-16.52,-20.74,-21.62,-19.53,-20.25,-15.99,-12.22,-16.68,-19.09,-20.69,-18.62,-23.60,-21.31,-20.43595629,-21.62935281,-18.61035981,-23.283135,-24.05008334
minimum temperature - ssp3 - 2061-2080 - nov - feb,-17.71,-14.08,-19.77,-15.52,-15.36,-19.50,-20.24,-18.10,-18.91,-14.57,-10.97,-15.37,-17.98,-19.44,-17.16,-22.12,-19.92,-19.08612085,-20.33003069,-17.29278349,-21.8377545,-22.54944499
minimum temperature - ssp3 - 2081-2100 - nov - feb,-16.40,-12.48,-18.35,-14.22,-13.77,-17.62,-18.27,-16.19,-17.31,-13.19,-9.51,-13.99,-16.21,-17.69,-15.69,-20.56,-18.01,-17.32185712,-18.5505274,-15.45047301,-20.20478427,-21.05146748
minimum temperature - ssp5 - 2021-2040 - annual,-6.56,-0.57,-8.75,-3.38,-2.17,-6.25,-5.79,-4.26,-6.32,-2.39,1.58,-2.95,-4.25,-5.94,-3.89,-9.79,-5.92,-6.537979892,-6.631962459,-3.779984279,-6.749829314,-8.816061164
minimum temperature - ssp5 - 2041-2060 - annual,-5.15,0.87,-7.37,-1.90,-0.72,-4.72,-4.14,-2.71,-4.84,-0.90,3.11,-1.50,-2.80,-4.39,-2.43,-8.33,-4.28,-4.996180647,-5.026916255,-2.234255205,-5.334995913,-7.374141068
minimum temperature - ssp5 - 2061-2080 - annual,-3.36,2.74,-5.57,-0.14,1.11,-2.90,-2.25,-0.88,-2.95,0.90,4.91,0.30,-0.93,-2.53,-0.56,-6.44,-2.40,-3.079998701,-3.186191091,-0.406991029,-3.399380332,-5.499298699
minimum temperature - ssp5 - 2081-2100 - annual,-1.14,4.91,-3.28,2.08,3.28,-0.49,0.20,1.63,-0.64,3.21,7.07,2.46,1.35,-0.18,1.76,-4.11,0.05,-0.690774209,-0.815523495,1.985708623,-1.129358199,-3.189687893
minimum temperature - ssp5 - 2021-2040 - nov - feb,-20.29,-16.56,-22.57,-18.09,-17.76,-22.23,-23.26,-21.00,-21.56,-17.22,-13.45,-17.86,-20.41,-22.13,-20.01,-24.99,-22.94,-21.80605504,-23.17167859,-20.06631573,-24.61474291,-25.39960859
minimum temperature - ssp5 - 2041-2060 - nov - feb,-18.81,-15.11,-21.06,-16.57,-16.31,-20.51,-21.36,-19.26,-19.98,-15.67,-11.88,-16.37,-18.91,-20.41,-18.39,-23.41,-21.06,-20.1000465,-21.32116795,-18.32488133,-23.06497058,-23.82986856
minimum temperature - ssp5 - 2061-2080 - nov - feb,-16.64,-12.96,-18.96,-14.71,-14.28,-18.29,-18.99,-17.00,-17.65,-13.72,-10.01,-14.39,-16.70,-18.17,-16.22,-21.01,-18.69,-17.70500514,-19.06978142,-16.18986157,-20.66865548,-21.54053544
minimum temperature - ssp5 - 2081-2100 - nov - feb,-14.24,-10.62,-16.38,-12.39,-12.00,-15.42,-16.15,-13.91,-15.08,-11.29,-7.76,-12.13,-14.16,-15.50,-13.73,-18.31,-15.86,-14.99746351,-16.36438129,-13.32968561,-18.22512612,-18.97494626
precipitation - historical - annual,283.67,131.51,178.75,134.07,138.40,302.29,312.43,265.30,355.25,93.02,95.85,213.92,190.99,267.16,128.13,317.78,341.38,348.90,286.64,224.21,186.56,193.75
precipitation - historical - jun - aug,205.34,95.06,106.29,96.34,101.86,215.65,221.77,188.23,251.14,64.24,67.33,149.10,141.72,190.78,77.49,222.93,236.49,239.88,206.61,160.32,115.76,129.24
precipitation - ssp1 - 2021-2040 - annual,294.18,149.24,197.10,142.23,153.38,330.89,325.55,292.21,370.52,95.54,109.25,226.16,214.14,285.95,129.97,336.14,357.89,363.26,307.33,248.62,200.31,196.04
precipitation - ssp1 - 2041-2060 - annual,306.98,147.51,204.48,146.12,153.43,330.99,331.70,292.33,381.12,96.06,110.97,230.86,212.26,285.88,133.46,349.51,365.25,370.53,305.87,243.87,208.18,205.35
precipitation - ssp1 - 2061-2080 - annual,312.62,148.18,214.42,154.08,157.59,336.00,348.90,296.89,392.79,101.33,113.17,239.65,214.60,296.59,135.93,356.99,382.70,386.30,318.22,247.59,219.35,208.92
precipitation - ssp1 - 2081-2100 - annual,307.35,157.47,212.56,153.18,162.22,342.49,339.04,303.92,383.45,102.29,116.74,239.79,222.22,297.82,135.70,348.03,373.14,375.24,318.72,260.27,212.67,203.05
precipitation - ssp1 - 2021-2040 - jun - aug,208.55,107.51,105.84,101.00,111.18,232.45,223.34,205.44,252.74,65.34,77.03,155.43,156.15,199.81,74.93,227.44,239.12,240.72,216.08,178.06,111.32,125.57
precipitation - ssp1 - 2041-2060 - jun - aug,217.00,106.70,109.73,103.44,112.18,235.66,228.33,209.64,259.89,65.07,77.47,158.19,156.57,200.71,77.28,235.79,244.63,245.85,217.05,176.18,115.23,131.41
precipitation - ssp1 - 2061-2080 - jun - aug,221.81,107.97,115.31,111.62,118.36,238.80,240.18,210.71,268.43,70.67,81.28,168.30,161.39,209.49,79.96,239.64,257.15,257.30,226.18,178.60,121.04,133.26
precipitation - ssp1 - 2081-2100 - jun - aug,217.64,114.84,115.28,110.90,121.05,243.92,231.37,218.49,259.85,70.95,84.13,167.77,165.01,208.50,79.72,233.11,248.13,247.10,223.94,189.33,116.34,128.78
precipitation - ssp2 - 2021-2040 - annual,289.10,142.85,196.72,140.12,147.24,312.43,315.42,272.12,360.41,94.43,107.42,221.24,202.98,272.09,128.96,333.80,346.20,351.33,290.32,235.78,202.60,194.89
precipitation - ssp2 - 2041-2060 - annual,294.14,153.68,204.34,148.25,155.27,324.67,324.09,280.69,371.88,97.22,118.43,229.84,212.67,282.37,131.16,341.19,358.00,364.42,302.58,245.31,209.48,197.06
precipitation - ssp2 - 2061-2080 - annual,303.13,151.04,216.74,145.92,152.27,340.64,331.19,301.85,382.16,99.22,113.46,229.31,217.76,290.29,135.74,355.02,366.90,372.15,312.13,253.47,220.70,206.11
precipitation - ssp2 - 2081-2100 - annual,303.23,161.36,219.54,151.22,164.84,339.37,338.66,291.55,387.37,101.48,124.23,238.82,223.65,295.84,137.00,353.83,374.42,381.45,318.41,250.64,221.27,203.84
precipitation - ssp2 - 2021-2040 - jun - aug,202.88,101.79,104.75,99.27,106.98,217.84,214.70,189.21,242.80,63.72,75.09,151.40,148.48,188.58,74.32,223.64,229.21,228.70,203.20,167.54,111.23,122.69
precipitation - ssp2 - 2041-2060 - jun - aug,204.99,111.61,104.70,103.61,114.08,229.29,219.27,196.80,248.98,64.21,83.78,156.58,158.09,196.58,74.69,226.72,235.39,236.85,212.53,177.02,110.19,122.17
precipitation - ssp2 - 2061-2080 - jun - aug,210.85,108.73,111.69,101.90,111.45,241.34,223.35,216.01,255.20,66.16,79.69,156.92,160.45,202.44,77.37,233.78,240.74,241.17,219.49,182.98,114.53,127.89
precipitation - ssp2 - 2081-2100 - jun - aug,211.92,117.37,109.71,107.17,122.23,237.87,224.03,201.08,256.58,69.02,88.15,166.22,164.95,204.65,78.35,231.76,241.03,245.04,221.60,179.31,110.49,125.01
precipitation - ssp3 - 2021-2040 - annual,307.33,155.44,201.86,150.82,158.08,330.28,330.94,274.40,380.13,100.54,117.04,236.95,218.64,289.48,133.43,343.65,363.08,370.09,309.74,246.38,205.29,201.57
precipitation - ssp3 - 2041-2060 - annual,294.04,140.62,204.28,143.40,144.47,315.93,320.78,272.98,368.54,96.61,108.28,221.93,199.12,275.08,129.91,342.50,353.45,360.65,297.09,233.02,208.46,197.25
precipitation - ssp3 - 2061-2080 - annual,300.26,154.79,223.83,147.73,154.15,333.07,332.19,297.95,382.97,98.56,115.26,228.77,216.05,287.94,137.51,355.07,368.15,374.64,310.25,249.34,222.31,202.95
precipitation - ssp3 - 2081-2100 - annual,300.27,169.42,224.71,158.23,168.57,341.47,326.22,298.41,379.36,103.92,134.72,238.29,230.64,288.94,134.79,357.64,363.28,368.56,311.27,257.68,223.44,200.77
precipitation - ssp3 - 2021-2040 - jun - aug,219.51,113.58,109.45,108.73,117.07,235.07,228.46,194.38,262.73,69.91,84.03,166.10,162.53,203.73,78.62,235.19,244.59,247.50,219.05,178.71,114.15,129.35
precipitation - ssp3 - 2041-2060 - jun - aug,206.16,99.42,104.38,101.97,104.66,220.75,215.81,188.02,246.37,65.76,75.69,151.58,145.88,190.09,73.50,227.22,231.27,233.19,207.27,164.52,108.86,122.00
precipitation - ssp3 - 2061-2080 - jun - aug,208.21,110.74,111.70,104.54,112.88,231.04,219.08,209.61,250.83,66.63,80.39,156.69,157.38,197.87,78.80,229.93,235.47,236.69,214.95,178.04,109.42,123.31
